_2020_census_tract,census_id
53061051933,1400159338498
53061051934,1030792151041
53061051935,120259084290
53061051936,446676598790
53061051937,661424963584
53061051938,163208757248
53061052004,1657857376262
53061052005,876173328386
53061052006,171798691841
53061052007,1511828488192
53061052008,1185410973698
53061052009,1090921693184
53061052010,730144440321
53061052104,1082331758598
53061052105,1632087572486
53061052107,137438953476
53061052108,1211180777477
53061052112,1503238553602
53061052113,249108103174
53061052114,1254130450434
53061052119,1451698946053
53061052120,1451698946051
53061052121,841813590020
53061052122,1288490188804
53061052203,1400159338501
53061052204,1159641169922
53061052206,1683627180034
53061052207,34359738370
53061052208,360777252867
53061052210,1417339207685
53061052211,1013612281863
53061052301,223338299393
53061052302,1460288880642
53061052401,618475290627
53061052402,1460288880645
53061052502,541165879299
53061052504,249108103172
53061052505,103079215113
53061052506,747324309504
53061052603,790273982464
53061052604,1211180777475
53061052605,34359738371
53061052606,523986010118
53061052607,8589934596
53061052701,798863917058
53061052706,343597383683
53061052707,206158430208
53061052708,1709396983814
53061052709,1649267441667
53061052710,1374389534726
53061052711,1013612281860
53061052803,214748364802
53061052805,223338299395
53061052807,1683627180041
53061052808,1073741824004
53061052809,816043786245
53061052810,1434519076870
53061052903,1589137899524
53061052904,1185410973702
53061052905,1082331758603
53061052906,910533066753
53061053101,171798691847
53061053102,1374389534732
53061053201,1408749273094
53061053202,1554778161155
53061053301,833223655430
53061053302,841813590016
53061053400,1314259992577
53061053505,1348619730947
53061053506,1005022347270
53061053507,558345748482
53061053508,1357209665542
53061053509,1125281431558
53061053510,214748364803
53061053511,1400159338504
53061053603,1580547964934
53061053604,773094113285
53061053605,420906795014
53061053606,1632087572485
53061053700,17179869192
53061053801,1365799600132
53061053802,85899345926
53061053803,1340029796354
53061940001,1657857376263
53061940002,1580547964929
53063000201,1271310319621
53063000202,1700807049223
53063000301,850403524608
53063000302,1400159338511
53063000400,1692217114629
53063000500,1142461300741
53063000600,214748364809
53063000700,652835028995
53063000800,523986010123
53063000900,360777252868
53063001000,1176821039112
53063001100,8589934604
53063001200,335007449091
53063001300,463856467977
53063001400,575525617674
53063001500,1365799600134
53063001600,652835028997
53063001800,764504178700
53063001900,1297080123400
53063002000,1640677507079
53063002100,1537598291973
53063002300,1090921693190
53063002400,1219770712072
53063002501,910533066761
53063002502,695784701967
53063002503,1228360646661
53063002600,446676598787
53063002900,1675037245446
53063003000,25769803783
53063003100,1254130450438
53063003200,5
53063003500,850403524611
53063003601,807453851653
53063003602,1202590842885
53063003800,1580547964937
53063003900,489626271746
53063004001,360777252869
53063004002,927712935944
53063004100,833223655424
53063004200,867583393795
53063004300,1245540515843
53063004400,1348619730948
53063004500,68719476737
53063004601,807453851649
53063004602,326417514504
53063004701,489626271751
53063004702,515396075530
53063004800,180388626432
53063004900,292057776140
53063005000,223338299401
53063010101,910533066758
53063010102,25769803778
53063010201,601295421449
53063010203,94489280516
53063010204,1194000908288
53063010301,1580547964935
53063010303,1382979469319
53063010304,317827579911
53063010305,738734374916
53063010401,816043786244
53063010403,1142461300743
53063010404,824633720837
53063010504,1082331758600
53063010505,532575944707
53063010506,884763262980
53063010507,1546188226564
53063010508,317827579910
53063010601,1305670057990
53063010603,377957122054
53063010604,403726925826
53063010701,85899345929
53063010702,858993459204
53063010800,1649267441671
53063010901,893353197573
53063010902,721554505732
53063011000,146028888071
53063011102,601295421451
53063011103,283467841544
53063011104,678604832779
53063011202,764504178694
53063011203,223338299397
53063011204,1005022347269
53063011301,498216206339
53063011302,1382979469320
53063011400,111669149703
53063011500,60129542152
53063011600,558345748488
53063011701,17179869185
53063011702,1391569403909
53063011800,781684047877
53063011900,575525617669
53063012000,1666447310851
53063012100,1133871366153
53063012200,1571958030340
53063012300,352187318275
53063012401,816043786242
53063012402,1030792151045
53063012500,884763262981
53063012600,309237645316
53063012701,695784701960
53063012702,498216206342
53063012801,1099511627783
53063012802,901943132169
53063012901,1254130450445
53063012902,901943132167
53063013001,635655159813
53063013002,1185410973705
53063013003,326417514502
53063013101,489626271745
53063013102,1460288880647
53063013201,575525617671
53063013203,154618822664
53063013204,1005022347266
53063013205,1520418422791
53063013300,455266533382
53063013401,1468878815235
53063013501,858993459202
53063013502,163208757254
53063013503,704374636551
53063013600,755914244105
53063013700,489626271747
53063013800,154618822668
53063013900,335007449089
53063014001,1632087572488
53063014002,1477468749825
53063014100,274877906944
53063014200,1013612281862
53063014300,609885356036
53063014400,1357209665546
53063014500,68719476740
53065941000,1382979469322
53065950101,979252543496
53065950102,1614907703297
53065950200,678604832776
53065950300,996432412674
53065950500,592705486852
53065950600,214748364807
53065950700,120259084295
53065950800,94489280519
53065950900,824633720838
53065951100,884763262985
53065951301,695784701966
53065951302,429496729609
53065951401,979252543492
53065951402,300647710725
53067010100,584115552260
53067010200,678604832770
53067010300,266287972357
53067010400,163208757249
53067010510,841813590019
53067010520,463856467973
53067010600,377957122049
53067010700,721554505733
53067010801,163208757255
53067010802,429496729603
53067010910,1314259992576
53067010920,618475290626
53067011000,1623497637890
53067011100,1494648619008
53067011200,1236950581250
53067011300,369367187460
53067011410,292057776130
53067011421,1382979469318
53067011422,661424963590
53067011500,1039382085633
53067011622,1099511627779
53067011623,257698037765
53067011624,558345748480
53067011625,1005022347265
53067011626,412316860418
53067011627,352187318280
53067011628,901943132163
53067011720,919123001345
53067011721,1709396983809
53067011722,1709396983812
53067011810,1546188226562
53067011821,1116691496965
53067011822,103079215114
53067011901,730144440322
53067011902,1073741824005
53067012001,1219770712068
53067012002,798863917057
53067012100,1073741824002
53067012211,0
53067012221,979252543489
53067012223,463856467969
53067012224,377957122052
53067012225,627065225216
53067012226,1005022347264
53067012320,1262720385027
53067012330,309237645313
53067012331,1236950581249
53067012332,1254130450435
53067012412,764504178696
53067012420,833223655426
53067012421,523986010119
53067012422,326417514501
53067012510,532575944714
53067012530,678604832774
53067012531,1443109011460
53067012532,1125281431556
53067012610,206158430212
53067012620,1709396983815
53067012710,704374636553
53067012720,77309411334
53067012730,833223655428
53069950100,747324309508
53071920000,403726925828
53071920100,644245094406
53071920200,481036337157
53071920301,481036337155
53071920302,523986010121
53071920500,1133871366154
53071920600,266287972365
53071920701,704374636554
53071920702,1236950581253
53071920801,1632087572487
53071920802,1357209665543
53071920901,1056561954819
53071920902,670014898180
53073000101,1176821039110
53073000102,1675037245443
53073000201,1563368095748
53073000202,867583393796
53073000203,266287972355
53073000301,618475290630
53073000302,472446402567
53073000401,987842478082
53073000402,704374636549
53073000501,962072674312
53073000502,8
53073000600,747324309509
53073000700,154618822661
53073000803,850403524609
53073000804,790273982465
53073000805,970662608899
53073000807,25769803777
53073000808,1589137899525
53073000809,927712935938
53073000902,532575944710
53073000903,231928233987
53073000904,627065225221
53073001000,395136991237
53073001101,558345748481
53073001102,335007449092
53073001202,1211180777479
53073001203,1675037245440
53073001204,1666447310853
53073010101,661424963592
53073010102,386547056644
53073010103,137438953484
53073010201,927712935942
53073010202,214748364805
53073010301,609885356034
53073010302,970662608898
53073010303,1047972020228
53073010405,1623497637895
53073010406,910533066759
53073010407,901943132171
53073010408,249108103175
53073010409,927712935941
53073010410,644245094404
53073010411,1082331758601
53073010503,1133871366151
53073010504,1168231104518
53073010505,1305670057987
53073010506,1022202216454
53073010600,146028888068
53073010701,231928233990
53073010702,317827579907
53073010900,1065151889411
53073011000,1073741824006
53073940001,1108101562376
53073940002,575525617672
53075000100,944892805126
53075000201,1649267441670
53075000202,300647710723
53075000300,214748364801
53075000400,1056561954816
53075000500,987842478090
53075000601,1632087572483
53075000602,695784701961
53075000700,1400159338509
53075000800,1005022347272
53075000900,1056561954821
53075001000,128849018883
53077000100,188978561031
53077000200,1348619730953
53077000301,60129542150
53077000302,1305670057991
53077000401,1082331758597
53077000402,1657857376258
53077000500,128849018885
53077000600,970662608901
53077000700,884763262976
53077000800,498216206338
53077000902,627065225222
53077000903,8589934593
53077000904,94489280518
53077001000,68719476739
53077001100,146028888070
53077001201,223338299404
53077001202,25769803782
53077001300,1082331758604
53077001400,85899345933
53077001502,386547056650
53077001503,1322849927174
53077001504,1297080123401
53077001601,257698037760
53077001602,1297080123395
53077001701,231928233989
53077001702,635655159810
53077001801,1005022347274
53077001802,695784701963
53077001901,876173328389
53077001902,549755813895
53077002003,2
53077002004,249108103177
53077002005,1082331758607
53077002006,876173328387
53077002101,1030792151046
53077002103,962072674315
53077002104,1236950581251
53077002201,944892805124
53077002202,249108103176
53077002701,893353197572
53077002801,85899345925
53077002803,532575944704
53077002804,1254130450437
53077002900,240518168583
53077003002,1
53077003003,326417514505
53077003004,8589934602
53077003100,1675037245442
53077003200,532575944709
53077003400,1065151889410
53077940001,68719476736
53077940002,807453851656
53077940003,901943132173
53077940005,549755813894
53077940006,335007449088
53077940007,8589934599
53077940008,1022202216452
