_2020_census_tract,census_id
53027000800,841813590021
53027000900,42949672963
53027001000,1108101562371
53027001100,1571958030338
53027001200,841813590023
53027001300,1700807049220
53027001400,1546188226566
53027001500,266287972363
53027001601,1219770712076
53027001602,566935683074
53027940000,1159641169925
53029970100,670014898181
53029970200,1477468749830
53029970300,523986010120
53029970401,25769803776
53029970402,1331439861763
53029970500,266287972356
53029970601,377957122055
53029970602,472446402562
53029970700,1065151889409
53029970800,317827579909
53029970900,283467841542
53029971000,833223655425
53029971100,1279900254208
53029971301,773094113286
53029971302,515396075527
53029971400,1571958030337
53029971500,1580547964931
53029971600,747324309506
53029971700,128849018881
53029971800,1090921693191
53029971900,1194000908289
53029972000,773094113281
53029972100,1477468749829
53031950202,541165879300
53031950301,420906795009
53031950302,60129542145
53031950400,309237645312
53031950501,1683627180033
53031950502,137438953475
53031950602,240518168580
53031950603,1228360646663
53031950604,1090921693187
53031950702,575525617670
53033000101,1503238553603
53033000102,687194767360
53033000201,1176821039111
53033000202,627065225224
53033000300,558345748487
53033000402,884763262983
53033000403,1168231104516
53033000404,764504178693
53033000500,1219770712064
53033000601,1314259992579
53033000602,644245094401
53033000700,1589137899520
53033000800,317827579908
53033000900,498216206337
53033001000,627065225217
53033001100,1640677507078
53033001201,489626271748
53033001202,936302870530
53033001300,627065225218
53033001400,412316860420
53033001500,386547056642
53033001600,1460288880641
53033001701,687194767362
53033001702,764504178688
53033001800,1709396983810
53033001900,515396075523
53033002000,884763262977
53033002100,721554505728
53033002200,1039382085632
53033002400,369367187459
53033002500,85899345927
53033002600,919123001347
53033002700,274877906945
53033002800,704374636545
53033002900,515396075521
53033003000,17179869184
53033003100,1262720385025
53033003201,1151051235329
53033003202,1030792151044
53033003301,1357209665537
53033003302,137438953477
53033003400,1219770712071
53033003500,515396075525
53033003601,240518168581
53033003602,377957122050
53033003800,549755813889
53033003900,343597383681
53033004000,206158430211
53033004101,103079215104
53033004102,1460288880640
53033004201,1632087572481
53033004202,1340029796352
53033004301,1047972020225
53033004302,85899345923
53033004401,910533066754
53033004402,1236950581252
53033004500,1408749273089
53033004600,257698037761
53033004701,1142461300742
53033004702,721554505737
53033004703,1571958030339
53033004800,1099511627776
53033004901,1219770712065
53033004902,1443109011457
53033005000,77309411328
53033005100,197568495616
53033005201,1365799600129
53033005202,695784701955
53033005303,120259084298
53033005304,1554778161161
53033005305,1649267441666
53033005306,266287972354
53033005307,1039382085639
53033005401,635655159812
53033005402,1013612281857
53033005600,1090921693185
53033005700,1108101562368
53033005801,429496729600
53033005803,1108101562375
53033005804,549755813888
53033005901,764504178692
53033005902,798863917056
53033006000,438086664193
53033006100,1408749273088
53033006200,472446402564
53033006300,1022202216448
53033006400,1709396983808
53033006500,463856467970
53033006600,609885356033
53033006701,420906795016
53033006702,1211180777472
53033006703,1082331758599
53033006800,1417339207682
53033006900,1125281431554
53033007001,455266533376
53033007002,1357209665539
53033007101,249108103171
53033007102,721554505730
53033007201,1271310319617
53033007202,206158430213
53033007203,1245540515840
53033007301,1228360646658
53033007302,936302870538
53033007303,463856467972
53033007403,644245094405
53033007404,601295421440
53033007405,1391569403908
53033007406,1374389534733
53033007501,352187318277
53033007502,1279900254210
53033007503,326417514499
53033007600,936302870529
53033007700,1073741824000
53033007800,670014898177
53033007901,103079215110
53033007902,1434519076868
53033008002,876173328388
53033008003,386547056640
53033008004,429496729606
53033008101,704374636548
53033008102,1529008357377
53033008200,292057776134
53033008300,1005022347275
53033008401,8589934595
53033008402,463856467971
53033008500,1391569403906
53033008600,1700807049217
53033008700,816043786243
53033008800,85899345922
53033008900,781684047872
53033009000,987842478083
53033009100,627065225220
53033009200,730144440326
53033009300,1082331758593
53033009400,987842478086
53033009500,1640677507072
53033009600,326417514496
53033009701,901943132161
53033009702,1408749273090
53033009801,1443109011456
53033009802,1185410973696
53033009900,498216206336
53033010001,687194767361
53033010002,266287972353
53033010101,1666447310848
53033010102,764504178689
53033010200,352187318272
53033010301,300647710720
53033010302,94489280512
53033010401,223338299394
53033010402,867583393793
53033010501,420906795008
53033010502,841813590017
53033010601,34359738369
53033010602,1589137899522
53033010701,1245540515841
53033010702,1305670057984
53033010800,283467841536
53033010900,188978561026
53033011001,1623497637889
53033011002,773094113284
53033011101,1683627180032
53033011102,1632087572482
53033011200,1417339207683
53033011300,343597383684
53033011401,1168231104514
53033011402,1022202216450
53033011500,893353197568
53033011601,618475290625
53033011602,326417514497
53033011700,884763262979
53033011801,1537598291968
53033011802,781684047874
53033011901,283467841541
53033011902,1279900254211
53033012000,1374389534721
53033012100,747324309505
53033020100,670014898182
53033020200,1142461300737
53033020301,1451698946048
53033020302,8589934597
53033020401,1503238553601
53033020402,111669149696
53033020500,137438953479
53033020600,1125281431552
53033020700,188978561030
53033020800,343597383680
53033020900,592705486848
53033021000,1176821039104
53033021100,1580547964933
53033021300,377957122048
53033021400,1571958030341
53033021500,549755813891
53033021600,1451698946052
53033021701,609885356032
53033021702,506806140930
53033021802,1623497637892
53033021803,601295421445
53033021804,1614907703296
53033021903,1348619730946
53033021904,1202590842881
53033021905,1563368095745
53033021906,618475290629
53033022001,386547056645
53033022003,1219770712074
53033022005,919123001348
53033022006,1520418422788
53033022101,223338299396
53033022102,1236950581248
53033022201,1099511627778
53033022203,953482739712
53033022204,1374389534725
53033022205,154618822667
53033022300,1374389534723
53033022401,1443109011459
53033022402,94489280513
53033022501,1357209665536
53033022502,1288490188800
53033022603,94489280515
53033022604,1374389534722
53033022605,1219770712066
53033022606,274877906946
53033022701,1116691496961
53033022702,970662608897
53033022703,755914244101
53033022802,1082331758594
53033022803,1322849927168
53033022804,8589934592
53033022805,317827579905
53033022901,1580547964930
53033022902,764504178690
53033023000,730144440320
53033023100,128849018880
53033023201,919123001346
53033023202,1614907703298
53033023300,171798691840
53033023401,704374636544
53033023403,1228360646656
53033023404,317827579906
53033023500,1382979469316
53033023601,103079215105
53033023603,1503238553600
53033023604,790273982466
53033023701,996432412672
53033023702,1494648619011
53033023801,523986010117
53033023805,1365799600130
53033023806,1537598291969
53033023807,1580547964928
53033023808,292057776138
53033023901,970662608896
53033023902,412316860416
53033024001,695784701952
53033024002,154618822659
53033024100,1030792151040
53033024200,352187318273
53033024301,661424963585
53033024302,1571958030336
53033024400,1365799600128
53033024500,652835028992
53033024601,455266533377
53033024602,446676598784
53033024701,893353197570
53033024703,506806140928
53033024704,17179869187
53033024800,824633720834
53033024901,429496729601
53033024902,1305670057985
53033024904,231928233985
53033024905,77309411329
53033025001,257698037763
53033025005,1597727834115
53033025006,369367187456
53033025007,755914244098
53033025008,1331439861761
53033025101,240518168576
53033025103,962072674306
53033025104,1082331758592
53033025201,128849018884
53033025202,773094113280
53033025302,627065225219
53033025303,506806140937
53033025304,1211180777476
53033025401,755914244100
53033025402,1649267441664
53033025500,386547056641
53033025601,120259084288
53033025602,1013612281856
53033025702,1374389534730
53033025703,1400159338512
53033025704,1357209665544
53033025803,1408749273095
53033025804,635655159811
53033025805,575525617665
53033025806,936302870528
53033026001,1219770712069
53033026003,1108101562369
53033026004,1340029796353
53033026101,25769803781
53033026102,927712935940
53033026200,1520418422785
53033026300,1262720385029
53033026400,781684047875
53033026500,154618822662
53033026600,120259084289
53033026700,601295421441
53033026801,1400159338500
53033026802,1692217114626
53033027000,1391569403911
53033027100,111669149698
53033027200,292057776128
53033027300,1322849927169
53033027400,120259084294
53033027500,1030792151043
53033027600,1194000908293
53033027701,240518168578
53033027702,962072674307
53033027800,188978561028
53033027901,137438953485
53033027902,515396075526
53033028000,1494648619009
53033028100,1632087572489
53033028200,1709396983811
53033028300,927712935937
53033028402,1168231104515
53033028403,824633720832
53033028500,1133871366149
53033028600,566935683072
53033028700,712964571137
53033028801,833223655432
53033028802,369367187462
53033028901,1168231104521
53033028902,1546188226560
53033029001,1099511627781
53033029003,738734374917
53033029004,944892805128
53033029101,214748364810
53033029102,1039382085642
53033029203,721554505729
53033029205,1606317768706
53033029206,592705486851
53033029207,816043786240
53033029208,566935683077
53033029304,1597727834116
53033029305,584115552257
53033029306,1151051235332
53033029307,1254130450443
53033029308,1228360646665
53033029309,111669149700
53033029403,1537598291971
53033029405,77309411338
53033029406,1391569403905
53033029407,438086664196
53033029408,1039382085634
53033029504,1108101562372
53033029505,1262720385028
53033029506,472446402563
53033029507,489626271754
53033029508,266287972358
53033029602,601295421442
53033029603,17179869190
53033029604,962072674316
53033029701,1640677507073
53033029702,223338299398
53033029803,1194000908290
53033029804,987842478080
53033029805,721554505735
53033029806,335007449093
53033029901,635655159815
53033029902,352187318274
53033030003,635655159808
53033030005,1374389534720
53033030006,1417339207684
53033030007,979252543494
53033030008,584115552256
53033030101,1460288880644
53033030102,249108103168
53033030201,249108103169
53033030203,704374636546
53033030204,455266533378
53033030304,1331439861760
53033030305,1228360646657
53033030306,1374389534724
53033030308,463856467968
53033030309,214748364800
53033030310,944892805120
53033030311,137438953473
53033030312,670014898176
53033030313,163208757257
53033030314,1554778161159
53033030403,1468878815232
53033030404,1571958030342
53033030405,1288490188802
53033030406,962072674314
53033030407,1382979469312
53033030501,893353197569
53033030503,1133871366150
53033030504,42949672962
53033030600,1262720385030
53033030700,1245540515842
53033030801,1520418422790
53033030802,180388626435
53033030901,472446402560
53033030902,377957122051
53033031000,1022202216449
53033031101,523986010124
53033031102,420906795017
53033031202,481036337154
53033031204,670014898179
53033031206,670014898178
53033031207,996432412675
53033031208,695784701965
53033031301,498216206340
53033031302,618475290624
53033031400,1030792151047
53033031501,369367187463
53033031502,309237645314
53033031601,884763262978
53033031603,1176821039106
53033031604,1142461300736
53033031605,1047972020231
53033031704,223338299392
53033031705,1245540515844
53033031707,1176821039105
53033031708,1486058684423
53033031709,1546188226565
53033031710,1314259992581
53033031800,1159641169921
53033031904,773094113283
53033031906,103079215108
53033031908,592705486850
53033031909,541165879297
53033031910,1022202216451
53033031911,566935683075
53033031912,833223655427
53033031913,240518168577
53033032002,1434519076869
53033032003,128849018882
53033032005,1279900254212
53033032006,1382979469321
53033032007,3
53033032008,506806140929
53033032010,661424963587
53033032011,429496729608
53033032102,953482739713
53033032103,876173328384
53033032104,764504178695
53033032207,137438953472
53033032211,1434519076864
53033032213,412316860417
53033032215,1692217114624
53033032216,515396075520
53033032217,1271310319616
53033032218,1657857376256
53033032219,369367187461
53033032220,369367187458
53033032221,1692217114625
53033032222,927712935936
53033032223,1185410973697
53033032224,1039382085638
53033032225,1700807049216
53033032307,652835028993
53033032311,755914244103
53033032313,137438953480
53033032315,257698037762
53033032316,523986010112
53033032317,1529008357376
53033032318,154618822656
53033032319,790273982467
53033032320,326417514500
53033032321,962072674310
53033032322,420906795012
53033032323,1297080123393
53033032324,1254130450432
53033032325,661424963586
53033032326,1468878815237
53033032327,111669149699
53033032328,1030792151042
53033032330,1434519076866
53033032331,1082331758596
53033032332,1589137899521
53033032333,1073741824003
53033032401,292057776136
53033032402,154618822658
53033032500,429496729602
53033032601,987842478087
53033032603,678604832768
53033032604,901943132160
53033032605,1262720385024
53033032703,781684047873
53033032704,816043786241
53033032705,1382979469314
53033032706,644245094402
53033032800,1400159338508
53035080101,523986010113
53035080102,1211180777473
53035080200,1348619730944
53035080300,163208757256
53035080400,489626271753
53035080500,695784701953
53035080600,790273982471
53035080700,1554778161154
53035080800,223338299399
53035080900,60129542144
53035081000,910533066755
53035081100,1443109011463
53035081200,1623497637896
53035081400,1108101562374
53035090101,1013612281859
53035090102,1606317768704
53035090201,962072674304
53035090202,1632087572480
53035090300,352187318281
53035090400,1511828488193
53035090501,103079215116
53035090502,747324309510
53035090700,1047972020227
53035090800,1082331758595
53035090901,420906795011
53035090902,42949672960
53035091001,1219770712067
53035091002,317827579904
53035091100,352187318276
53035091201,360777252866
53035091204,8589934598
53035091205,738734374915
53035091206,489626271749
53035091301,1305670057986
53035091302,17179869186
53035091400,704374636547
53035091500,532575944708
53035091600,558345748483
53035091701,292057776133
53035091702,1288490188803
53035091800,1090921693186
53035091900,506806140931
53035092000,1254130450441
53035092101,1657857376261
53035092102,1202590842880
53035092200,395136991233
53035092300,1606317768709
53035092400,1666447310849
53035092500,360777252864
53035092600,755914244099
53035092701,1116691496960
53035092704,755914244096
53035092801,1400159338496
53035092802,1099511627777
53035092803,936302870532
53035092901,893353197571
53035092902,635655159809
53035940000,678604832769
53035940100,712964571139
53037975101,1537598291970
53037975102,223338299402
53037975103,360777252871
53037975104,996432412673
53037975201,386547056648
53037975202,292057776141
53037975203,515396075531
53037975300,1692217114630
53037975402,678604832775
53037975403,764504178697
53037975404,1211180777480
53037975500,1271310319618
53037975600,240518168587
53037975700,1486058684416
53039950101,1700807049221
53039950102,1168231104519
53039950103,206158430209
53039950200,635655159814
53039950301,1314259992578
53039950302,1254130450444
53041970100,1529008357378
53041970200,738734374913
53041970300,695784701954
53041970400,704374636550
53041970500,1408749273097
53041970600,386547056651
53041970700,1211180777481
53041970800,1297080123397
53041970900,266287972366
53041971000,1142461300739
53041971100,652835028996
53041971200,1202590842884
53041971300,352187318278
53041971400,755914244102
53041971501,146028888069
53041971502,919123001349
53041971600,1649267441669
53041971700,790273982468
53041971800,532575944712
53041971900,1614907703299
53041972000,1468878815239
53043960100,1340029796355
53043960200,292057776129
53043960300,1357209665547
53043960400,1005022347273
53045940000,1108101562378
53045960100,412316860423
53045960201,678604832773
53045960202,970662608900
53045960301,1374389534729
53045960302,446676598788
53045960401,962072674308
53045960402,807453851655
53045960403,214748364808
53045960500,17179869189
53045960600,1125281431555
53045960700,1468878815241
53045960800,1400159338510
53045960900,798863917060
53045961000,1700807049218
53045961101,51539607554
53045961102,1039382085636
53045961200,163208757250
53045961300,1589137899526
53047940100,1022202216455
53047940200,206158430216
53047970301,68719476741
53047970302,1675037245448
53047970303,558345748486
53047970400,489626271750
53047970500,1331439861762
53047970601,1013612281864
53047970602,652835028998
53047970700,996432412677
53047970800,936302870539
53047970900,1520418422787
53047971000,85899345932
53049950200,1005022347268
53049950301,103079215115
53049950302,1082331758605
53049950400,936302870536
53049950501,1494648619013
53049950502,1494648619012
53049950600,627065225223
53049950701,532575944715
53049950702,901943132172
53049950801,1477468749828
53049950802,1683627180040
53051970100,146028888072
53051970200,335007449096
53051970300,77309411339
53051970400,790273982469
53051970500,927712935943
53053060200,936302870534
53053060300,1357209665541
53053060400,85899345928
53053060500,1425929142273
53053060600,1254130450436
53053060700,403726925824
53053060800,652835028994
53053060903,1305670057989
53053060904,910533066757
53053060906,833223655429
53053060907,790273982470
53053060908,386547056646
53053061001,7
53053061002,1709396983813
53053061100,1683627180036
53053061200,1494648619010
53053061300,678604832772
53053061400,60129542149
53053061501,566935683079
53053061502,695784701964
53053061601,575525617673
53053061602,730144440324
53053061700,1486058684419
53053061800,515396075532
53053061900,901943132170
53053062000,77309411335
53053062300,1657857376265
53053062400,223338299400
53053062501,403726925827
53053062502,979252543493
53053062600,1185410973704
53053062801,1683627180038
53053062802,979252543490
53053062901,687194767364
53053062902,103079215117
53053063000,1666447310854
53053063100,369367187464
53053063200,704374636552
53053063301,429496729605
53053063302,1632087572484
53053063401,704374636555
53053063402,1331439861764
53053063501,1460288880646
53053063502,154618822666
53053070100,1236950581254
53053070204,1675037245445
53053070205,206158430214
53053070206,1151051235334
53053070207,1133871366148
53053070208,1365799600133
53053070209,283467841543
53053070307,395136991236
53053070308,850403524610
53053070309,1640677507074
53053070310,1185410973699
53053070311,1228360646659
53053070312,730144440323
53053070313,257698037768
53053070314,420906795015
53053070315,1580547964932
53053070316,1322849927171
53053070401,137438953482
53053070403,1065151889408
53053070404,1056561954818
53053070703,446676598789
53053071100,171798691843
53053071205,249108103173
53053071206,867583393792
53053071207,987842478081
53053071209,987842478088
53053071210,1425929142276
53053071211,1159641169924
53053071212,300647710724
53053071304,51539607553
53053071305,755914244104
53053071306,566935683078
53053071307,1357209665540
53053071309,1133871366146
53053071310,549755813893
53053071403,1692217114632
53053071408,549755813892
53053071409,1185410973703
53053071411,1700807049219
53053071412,1460288880643
53053071413,1606317768711
53053071414,523986010114
53053071415,1142461300744
53053071416,1675037245444
53053071417,266287972361
53053071503,541165879298
53053071504,953482739714
53053071505,1022202216453
53053071506,472446402565
53053071601,1451698946055
53053071603,68719476738
53053071604,60129542147
53053071703,377957122059
53053071704,695784701957
53053071705,292057776135
53053071706,51539607555
53053071707,893353197574
53053071803,309237645315
53053071805,1288490188806
53053071806,1219770712073
53053071807,1133871366147
53053071808,1133871366152
53053071901,1657857376264
53053071902,807453851650
53053072000,1228360646664
53053072105,532575944713
53053072106,352187318279
53053072107,1133871366145
53053072108,1451698946057
53053072109,1168231104517
53053072111,1391569403912
53053072112,1228360646660
53053072305,300647710721
53053072307,1142461300738
53053072309,687194767363
53053072310,816043786247
53053072311,824633720835
53053072312,1314259992580
53053072313,1194000908291
53053072314,1554778161157
53053072315,266287972364
53053072405,249108103170
53053072406,1374389534727
53053072407,1425929142275
53053072408,1486058684417
53053072409,103079215111
53053072410,1297080123394
53053072503,51539607552
53053072504,515396075524
53053072506,506806140933
53053072507,549755813896
53053072508,1279900254209
53053072509,188978561024
53053072601,326417514498
53053072602,1013612281861
53053072603,1683627180035
53053072801,1382979469317
53053072802,841813590018
53053072901,231928233991
53053072903,1597727834117
53053072907,1090921693192
53053072908,1374389534731
53053072909,1202590842886
53053073001,455266533380
53053073005,1357209665538
53053073006,1151051235333
53053073110,1443109011461
53053073111,403726925825
53053073114,120259084296
53053073115,240518168586
53053073116,523986010122
53053073117,146028888067
53053073118,214748364804
53053073119,1125281431557
53053073120,1322849927173
53053073121,214748364806
53053073122,377957122053
53053073123,77309411332
53053073124,1468878815240
53053073126,1322849927172
53053073127,1692217114631
53053073128,1047972020230
53053073129,781684047876
53053073130,618475290628
53053073131,206158430215
53053073132,1108101562377
53053073133,584115552259
53053073200,1056561954820
53053073301,386547056647
53053073302,1400159338505
53053073404,1116691496964
53053073405,1254130450433
53053073406,292057776137
53053073407,292057776139
53053073408,481036337159
53053073501,506806140932
53053073502,566935683076
53053940001,1297080123396
53053940002,601295421447
53053940004,1580547964936
53053940005,541165879301
53053940006,1202590842883
53053940007,146028888064
53053940008,1047972020226
53053940009,1443109011462
53053940010,343597383682
53053940011,1425929142274
53053940012,214748364811
53053940013,1400159338507
53055960101,283467841537
53055960102,120259084292
53055960103,8589934601
53055960301,901943132164
53055960302,1477468749824
53055960400,601295421444
53055960501,541165879303
53055960502,369367187466
53057940201,369367187457
53057940301,1382979469315
53057940302,335007449090
53057940401,901943132168
53057940402,1005022347267
53057940403,103079215112
53057940500,910533066760
53057940600,111669149705
53057940700,257698037767
53057940801,824633720836
53057940802,979252543491
53057950100,326417514503
53057950801,60129542146
53057950802,858993459201
53057950803,8589934600
53057950900,1683627180039
53057951000,1666447310850
53057951101,884763262984
53057951102,1348619730952
53057951200,111669149704
53057951300,858993459203
53057951400,944892805121
53057951501,1082331758602
53057951502,1245540515846
53057951503,455266533381
53057951600,1133871366144
53057951700,1090921693189
53057951800,438086664194
53057951900,171798691842
53057952100,558345748484
53057952200,1486058684422
53057952301,962072674313
53057952303,996432412676
53057952304,395136991235
53057952401,1451698946056
53057952403,962072674309
53057952404,1391569403910
53057952405,1400159338502
53057952500,1090921693194
53057952600,1099511627782
53057952700,335007449095
53059950200,25769803780
53059950300,317827579912
53059950400,1056561954817
53059950500,1391569403907
53061040100,1692217114627
53061040200,695784701959
53061040300,936302870537
53061040400,764504178699
53061040500,1589137899523
53061040700,936302870531
53061040800,867583393794
53061040900,1151051235331
53061041000,523986010115
53061041100,1451698946050
53061041201,60129542148
53061041202,541165879302
53061041301,738734374912
53061041303,730144440325
53061041304,420906795013
53061041400,1176821039109
53061041500,1365799600135
53061041601,764504178691
53061041605,1434519076867
53061041606,1434519076865
53061041607,231928233986
53061041609,1211180777474
53061041610,1151051235330
53061041701,1563368095744
53061041703,1348619730949
53061041704,979252543488
53061041805,1194000908292
53061041808,171798691845
53061041809,231928233988
53061041810,395136991238
53061041812,360777252865
53061041813,721554505731
53061041814,377957122058
53061041815,197568495617
53061041816,103079215107
53061041901,103079215106
53061041904,60129542151
53061041905,17179869188
53061041906,1477468749826
53061041907,25769803779
53061042001,395136991232
53061042003,1116691496963
53061042004,1168231104512
53061042005,1520418422784
53061042006,85899345930
53061050101,1468878815238
53061050102,1623497637891
53061050200,876173328385
53061050300,1039382085641
53061050402,171798691846
53061050403,386547056643
53061050404,1219770712075
53061050501,1623497637894
53061050502,377957122057
53061050600,1211180777478
53061050700,42949672961
53061050800,506806140934
53061050900,747324309507
53061051000,1297080123398
53061051100,1640677507075
53061051200,85899345931
53061051301,85899345920
53061051302,1468878815242
53061051401,644245094400
53061051402,987842478085
53061051500,816043786248
53061051601,936302870535
53061051602,1262720385026
53061051701,532575944705
53061051702,240518168585
53061051802,1554778161153
53061051803,481036337156
53061051804,77309411333
53061051912,712964571138
53061051913,841813590022
53061051914,1520418422789
53061051916,472446402561
53061051917,1348619730954
53061051918,549755813890
53061051921,163208757251
53061051922,1468878815233
53061051926,1348619730945
53061051927,1382979469313
53061051928,103079215109
53061051929,1099511627780
53061051930,1202590842882
53061051931,146028888065
53061051932,1297080123392
