city,zip_code,longitude,latitude,city_id
Ruston,98407,-122.51134,47.29238,1520418422787
Ryderwood,98581,-123.04373,46.37331,17179869187
Salkum,98582,-122.6306,46.53186,515396075521
Sammamish,98029,-122.00292,47.54748,1520418422784
Sammamish,98074,-122.02054,47.60326,1571958030336
Sammamish,98075,-122.03539,47.61344,0
Sammamish,98053,-122.03287,47.68555,1090921693186
San Juan Is,98250,-123.01648,48.53448,1623497637894
Seabeck,98380,-122.81585,47.64509,695784701952
Seatac,98188,-122.29179,47.43473,481036337152
Seatac,98032,-122.23741,47.3807,1554778161153
Seatac,98198,-122.3219,47.40173,197568495616
Seatac,98158,-122.30133,47.45384,1125281431552
Seatac,98148,-122.32863,47.46233,1451698946053
Seatac,98168,-122.3317,47.50314,266287972352
Seattle,98104,-122.32945,47.60357,704374636546
Seattle,98106,-122.35163,47.54287,1305670057984
Seattle,98125,-122.30253,47.72656,1657857376256
Seattle,98112,-122.30207,47.64085,188978561024
Seattle,98133,-122.35029,47.71871,1159641169920
Seattle,98164,-122.3326,47.60574,1194000908289
Seattle,98108,-122.30346,47.55379,51539607553
Seattle,98168,-122.3317,47.50314,1546188226560
Seattle,98055,-122.197,47.43876,283467841539
Seattle,98126,-122.36893,47.54701,171798691840
Seattle,98102,-122.32427,47.63433,274877906944
Seattle,98119,-122.3684,47.64586,1460288880640
Seattle,98146,-122.36178,47.49408,1030792151041
Seattle,98107,-122.38591,47.67597,1425929142272
Seattle,98124,-122.32851,47.58064,1460288880643
Seattle,98109,-122.35022,47.63824,489626271745
Seattle,98122,-122.31009,47.60803,257698037760
Seattle,98115,-122.31676,47.68156,1443109011458
Seattle,98105,-122.31307,47.66127,94489280512
Seattle,98116,-122.41067,47.57894,1408749273088
Seattle,98198,-122.3219,47.40173,1030792151043
Seattle,98118,-122.2668,47.55115,240518168576
Seattle,98134,-122.32741,47.58616,618475290625
Seattle,98144,-122.30866,47.57874,1185410973696
Seattle,98199,-122.40092,47.65908,1322849927168
Seattle,98188,-122.29179,47.43473,1666447310852
Seattle,98178,-122.23825,47.49461,1571958030337
Seattle,98121,-122.34468,47.61578,60129542144
Seattle,98103,-122.35436,47.67596,592705486848
Seattle,98117,-122.38418,47.70044,111669149696
Seattle,98166,-122.34134,47.46593,541165879298
Seattle,98177,-122.36498,47.72238,1520418422785
Seattle,98136,-122.38415,47.53755,970662608897
Seattle,98101,-122.34223,47.61085,1614907703297
Seattle,98155,-122.3175,47.75781,773094113283
Seaview,98624,-124.03547,46.3088,1340029796356
Seaview,98644,-124.05475,46.3354,549755813890
Seaview,98631,-124.05439,46.35232,549755813891
Sedro Woolley,98284,-122.23857,48.50858,738734374912
Sedro-Woolley,98284,-122.23857,48.50858,876173328384
Sekiu,98381,-124.30041,48.25978,1116691496964
Selah,98942,-120.53145,46.65405,128849018880
Sequim,98382,-123.10367,48.07965,1022202216448
Seven Bays,99122,-118.14913,47.65405,1073741824001
Shaw Island,98286,-122.92991,48.58348,438086664196
Shelton,98584,-123.10565,47.21248,85899345920
Shoreline,98020,-122.37689,47.81116,128849018884
Shoreline,98177,-122.36498,47.72238,824633720832
Shoreline,98133,-122.35029,47.71871,1047972020224
Shoreline,98155,-122.3175,47.75781,566935683072
Silver Creek,98585,-122.60209,46.52793,1245540515843
Silver Lake,98645,-122.8112,46.29694,1228360646657
Silverdale,98383,-122.69275,47.65171,1683627180033
Silverdale,98311,-122.60915,47.62631,1245540515844
Silverdale,98315,-122.70835,47.68926,1176821039106
Silverlake,98645,-122.8112,46.29694,798863917056
Skamokawa,98647,-123.45797,46.2716,438086664194
Skykomish,98288,-121.35912,47.71192,841813590017
Smith Creek,98577,-123.72994,46.68867,824633720836
Snohomish,98296,-122.1389,47.87115,575525617665
Snohomish,98290,-122.09305,47.91265,1288490188801
Snohomish,98077,-122.07326,47.75425,1597727834114
Snoqualmie,98024,-121.89086,47.56812,163208757249
Snoqualmie,98065,-121.82432,47.52716,936302870528
Snoqualmie Pass,98045,-121.7831,47.49348,816043786241
Snoqualmie Pass,98068,-121.41203,47.41873,755914244098
Snowden,98672,-121.48704,45.72776,944892805124
Soap Lake,98851,-119.48323,47.38898,824633720835
South Bend,98586,-123.81251,46.66641,137438953476
South Bend,98577,-123.72994,46.68867,1125281431554
South Cle Elum,98943,-120.94822,47.18891,1056561954819
South Hill,98375,-122.30855,47.10424,1022202216450
South Hill,98373,-122.2988,47.13795,1279900254209
South Hill,98374,-122.27575,47.13959,1443109011460
South Prairie,98385,-122.09624,47.13954,1374389534723
Spanaway,98387,-122.41046,47.06512,1443109011459
Spangle,99031,-117.38035,47.42909,369367187462
Spangle,99004,-117.57445,47.48928,206158430212
Spokane,99202,-117.3797,47.65548,893353197568
Spokane,99206,-117.24522,47.66116,1494648619009
Spokane,99204,-117.42571,47.64779,1065151889409
Spokane,99212,-117.28805,47.68043,1219770712065
Spokane,99208,-117.45005,47.7333,1090921693185
Spokane,99037,-117.19631,47.65706,412316860418
Spokane,99205,-117.45674,47.69963,1666447310849
Spokane,99036,-117.23995,47.5353,764504178688
Spokane,99218,-117.4118,47.7458,1279900254210
Spokane,99005,-117.35414,47.83743,1537598291968
Spokane,99223,-117.36043,47.63396,652835028992
Spokane,99217,-117.35298,47.70433,850403524608
Spokane,99031,-117.38035,47.42909,1288490188805
Spokane,99251,-117.41643,47.75122,317827579907
Spokane,99203,-117.39322,47.63374,541165879296
Spokane,99207,-117.3973,47.67573,137438953474
Spokane,99224,-117.46996,47.59431,987842478083
Spokane,99201,-117.41162,47.65726,584115552257
Spokane,99004,-117.57445,47.48928,575525617669
Spokane,99216,-117.21264,47.65878,1348619730948
Spokane,99021,-117.35586,47.7628,1692217114626
Spokane Valley,99212,-117.28805,47.68043,670014898176
Spokane Valley,99216,-117.21264,47.65878,197568495618
Spokane Valley,99223,-117.36043,47.63396,1614907703301
Spokane Valley,99027,-117.11195,47.70763,1382979469313
Spokane Valley,99016,-117.1748,47.65699,429496729602
Spokane Valley,99206,-117.24522,47.66116,309237645312
Spokane Valley,99037,-117.19631,47.65706,1597727834113
Sprague,99032,-117.97378,47.30036,85899345921
Springdale,99173,-117.74137,48.05738,128849018883
St John,99171,-117.5821,47.09185,309237645315
Stanwood,98292,-122.37265,48.24159,704374636545
Stanwood,98271,-122.1677,48.11026,1065151889410
Startup,98294,-121.81688,47.8623,335007449089
Steilacoom,98388,-122.59802,47.17303,1288490188804
Stevenson,98648,-121.88258,45.69417,1202590842883
Stratford,98853,-119.27844,47.4263,695784701959
Sultan,98294,-121.81688,47.8623,635655159808
Sumas,98295,-122.26495,48.99976,1408749273090
Sumner,98390,-122.23972,47.2022,901943132160
Sunnyside,98944,-120.00976,46.32379,1597727834112
Suquamish,98392,-122.55242,47.73162,910533066755
Surfside,98640,-124.04987,46.49147,1305670057986
Tacoma,98411,-122.47254,47.22077,1245540515847
Tacoma,98408,-122.44718,47.20144,1168231104516
Tacoma,98409,-122.47913,47.2198,1271310319616
Tacoma,98402,-122.44164,47.25517,309237645314
Tacoma,98421,-122.40527,47.2556,1468878815234
Tacoma,98433,-122.60761,47.08798,111669149700
Tacoma,98444,-122.43828,47.15258,893353197569
Tacoma,98431,-122.55411,47.10964,283467841540
Tacoma,98445,-122.40872,47.16568,1099511627778
Tacoma,98443,-122.36463,47.19449,17179869185
Tacoma,98404,-122.41249,47.21584,283467841537
Tacoma,98407,-122.51134,47.29238,1709396983809
Tacoma,98446,-122.37747,47.09665,1391569403906
Tacoma,98447,-122.44388,47.14548,566935683076
Tacoma,98466,-122.53166,47.23451,1391569403905
Tacoma,98465,-122.5354,47.24991,962072674305
Tacoma,98493,-122.57622,47.13564,429496729603
Tacoma,98418,-122.44629,47.22283,1322849927170
Tacoma,98406,-122.52082,47.26887,206158430210
Tacoma,98416,-122.48107,47.26438,438086664197
Tacoma,98405,-122.48271,47.24737,987842478082
Tacoma,98403,-122.45782,47.26541,120259084289
Tacoma,98417,-122.48775,47.27229,206158430214
Tacoma,98422,-122.37684,47.28596,1468878815232
Taholah,98587,-124.28628,47.34257,730144440322
Tahuya,98588,-123.04061,47.37733,1322849927171
Tekoa,99033,-117.07351,47.22679,1511828488195
Tenino,98589,-122.85135,46.85752,1236950581250
Thorp,98946,-120.66621,47.05139,996432412675
Thorp,98926,-120.54872,46.99703,1305670057990
Tieton,98947,-120.75541,46.70257,1005022347265
Tieton,98937,-120.69972,46.7309,1391569403909
Tokeland,98590,-123.99814,46.71227,103079215104
Toledo,98591,-122.84784,46.44067,695784701955
Tonasket,98855,-119.43681,48.7086,755914244097
Toppenish,98948,-120.31298,46.37508,1443109011456
Touchet,99360,-118.66923,46.04238,1211180777474
Toutle,98649,-122.73237,46.32447,1649267441665
Trout Lake,98650,-121.52529,45.99588,687194767361
Tukwila,98032,-122.23741,47.3807,377957122051
Tukwila,98178,-122.23825,47.49461,841813590018
Tukwila,98188,-122.29179,47.43473,721554505728
Tukwila,98168,-122.3317,47.50314,927712935936
Tukwila,98108,-122.30346,47.55379,300647710722
Tulalip,98271,-122.1677,48.11026,1331439861762
Tumtum,99034,-117.67024,47.8927,171798691842
Tumwater,98501,-122.89165,47.03954,996432412673
Tumwater,98512,-122.9131,47.01359,1700807049218
Twisp,98856,-120.1231,48.3652,1408749273091
Underwood,98651,-121.52357,45.72902,1159641169921
Union,98592,-123.09944,47.35689,1657857376258
Union Gap,98903,-120.4778,46.55351,738734374913
Uniontown,99113,-117.12984,46.56801,1400159338504
Uniontown,99179,-117.08742,46.53906,695784701958
University Place,98466,-122.53166,47.23451,1408749273089
University Place,98467,-122.53787,47.20761,1666447310851
Usk,99180,-117.28054,48.31375,94489280514
Vader,98593,-122.95015,46.40201,721554505731
Valley,99181,-117.72555,48.17623,1692217114627
Valleyford,99036,-117.23995,47.5353,1185410973699
Valleyford,99223,-117.36043,47.63396,34359738372
Valleyford,99023,-117.21611,47.56436,635655159810
Vancouver,98665,-122.64443,45.67871,833223655424
Vancouver,98660,-122.67156,45.63248,566935683073
Vancouver,98664,-122.59219,45.62158,137438953473
Vancouver,98661,-122.62934,45.63201,42949672960
Vancouver,98682,-122.55149,45.69345,678604832768
Vancouver,98686,-122.62731,45.71668,403726925824
Vancouver,98662,-122.57722,45.64251,1451698946049
Vancouver,98684,-122.48723,45.63701,1451698946048
Vancouver,98663,-122.64695,45.65675,1632087572480
Vancouver,98685,-122.70303,45.70954,1314259992576
Vancouver,98683,-122.49212,45.60365,970662608896
Vancouver,98668,-122.62446,45.64087,1331439861763
Vashon,98070,-122.4573,47.44929,755914244096
Vaughn,98394,-122.76355,47.34347,180388626435
Veradale,99016,-117.1748,47.65699,652835028995
Veradale,99037,-117.19631,47.65706,1142461300737
Wahkiacus,98670,-121.10717,45.84657,627065225218
Waitsburg,99361,-118.15448,46.27013,231928233986
Waldron,98297,-123.03598,48.68843,790273982470
Walla Walla,99362,-118.34261,46.07068,1365799600130
Walla Walla Co,99362,-118.34261,46.07068,635655159809
Wapato,98951,-120.42083,46.44779,927712935937
Warden,98857,-119.04573,46.96971,60129542145
Washougal,98671,-122.35341,45.57923,858993459201
Washtucna,99371,-118.311,46.75578,996432412676
Waterville,98858,-120.07145,47.64963,1194000908288
Wellpinit,99040,-117.98701,47.88677,652835028994
Wenatchee,98801,-120.30522,47.41494,1700807049219
West Richland,99320,-119.48756,46.26543,944892805125
West Richland,99353,-119.33836,46.29696,369367187458
Westport,98595,-124.10425,46.89112,584115552259
White Salmon,98605,-121.46623,45.71513,326417514496
White Salmon,98672,-121.48704,45.72776,1554778161152
White Salmon,98635,-121.28544,45.6939,962072674306
White Swan,98952,-120.73063,46.38287,1056561954821
Wilbur,99185,-118.70912,47.75942,1632087572481
Wilkeson,98396,-122.04732,47.10964,1202590842882
Willapa,98577,-123.72994,46.68867,1168231104517
Winlock,98596,-122.93881,46.49114,1288490188802
Winthrop,98862,-120.17739,48.47396,670014898178
Winthrop,98833,-120.40814,48.5941,386547056645
Winthrop,98856,-120.1231,48.3652,635655159812
Wishram,98673,-120.96465,45.65936,335007449088
Woodinville,98053,-122.03287,47.68555,1262720385029
Woodinville,98052,-122.13158,47.67858,120259084291
Woodinville,98072,-122.15545,47.75448,773094113281
Woodinville,98077,-122.07326,47.75425,1262720385028
Woodland,98674,-122.74017,45.9094,1709396983808
Woodway,98020,-122.37689,47.81116,1254130450432
Wrch,99353,-119.33836,46.29696,1125281431553
Yacolt,98675,-122.40908,45.86679,884763262977
Yakima,98901,-120.50729,46.60464,1494648619008
Yakima,98908,-120.60199,46.59817,575525617664
Yakima,98903,-120.4778,46.55351,1168231104512
Yakima,98902,-120.52041,46.59751,987842478080
Yarrow Point,98004,-122.1872,47.61001,1666447310848
Yelm,98597,-122.60735,46.94239,171798691841
Zillah,98932,-120.1871,46.33949,515396075522
Zillah,98953,-120.26226,46.40199,807453851649
Zillah,98951,-120.42083,46.44779,1202590842885
